start,today,deviceid,simserial,subscriberid,"Welcome to the OCA Bamako Project. In this project, you will collect data about identified features and their respective attributes across Bamako District.",Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Geopoint of health facility,_Geopoint of health facility_latitude,_Geopoint of health facility_longitude,_Geopoint of health facility_altitude,_Geopoint of health facility_precision,Nature of the facility,Type of the facility,What is the nature of the heath facility,What is the scope of services provided by health facility?,What is the ancillary services provided by health facility?,What is the type of the services provided by the facility?,Number of beds in the health facility,"Average number of patients per day, disaggregated (total)","Average number of patients per day, disaggregated (male)","Average number of patients per day, disaggregated (female)",Does this medical facility offer emergency services?,Does this facility offer dispensing prescription medication? (in pharmacy),Opening days and times,Opening days and times/Mo-Fri 07:30-13:30,Opening days and times/Mo-Sa 07:30-15:00,Opening days and times/Mo-Fri 08:00-17:00,Opening days and times/Mo-Fri 09:00-17:00,Opening days and times/Mo-Su 07:00-20:00,Opening days and times/Mo-Fri 07:00-13:30,Opening days and times/24/7,Opening days and times/Other,What type of operator is this?,What is the name of the operator?,What is the health care specialty of this facility,What is the number of doctors?,What is the number of nurses?,Phone number of health facility,Does the facility have toilets?,Type of facility,Is the facility usable,Is the facility separated boys/girls,Is the facility equiped for menstrual hygiene management,Is facility separated for staff and non staff?,Is  the facility meet needs for limited mobility?,Is there existance of handwashing at the facility?,"If yes, How many","Does the facility has Station with basin, soap and water / OR with alcohol-based hand rub",Is the station within 5 meters of toilets,Is there existance of a water point?,Is the facility improved?,Is water located on school premises?,"WASH package management, O&M and financing",Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,You are now at end of this form. Thank you for filling it out. Swipe to the next page/screen and save form.,_id,_uuid,_submission_time,_validation_status,_index
2021-02-10T14:10:03.137Z,2021-02-10,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Yirimadio,,Secteur CSK,12.6200501 -7.9116584 332.4 3.9,12.6200501,-7.9116584,332.4,3.9,Cabinet de soin médical ,Community health center,First referral hospital,All,,Medicine,3,3,1,2,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Abdoulaye Djimdé,Community,3,1,71911508,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,No,No handwashing,,,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,778,344fc7c4-e780-4084-b8e6-6331463949e8,2021-02-10T16:10:44,,103
2021-02-10T10:18:50.862Z,2021-02-10,collect:vVhQZ4mHlgvFXsPp,,,,Ballo Seydou,Bamako,Commune III,Bamako Coura Bolibana,,Bko coura bolibana,12.6386899 -8.0018074 369.8375693299438 3.48,12.6386899,-8.0018074,369.837569329944,3.48,Cscom,Community health center,Second referral_hospital,Specialized,Laboratory,Martenal care,10,10,2,8,No,Yes,24/7,0,0,0,0,0,0,1,0,Community,Cscom,Community,4,1,20725585,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,5,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,929,3bed97a1-4378-4415-98df-3ede533de275,2021-02-10T17:09:59,,134
2021-02-10T11:03:39.653Z,2021-02-10,collect:no6U5V4eMLGVKt3U,,,,Moussa Kodio,Bamako,Commune V,Sabalibougou,,Secteur 3,12.5989783 -8.00475 375.6600061035156 1.78,12.5989783,-8.00475,375.660006103516,1.78,ASACOSAB,Community health center,,Hospice care,Laboratory,Medicine,3,20,,,No,Yes,24/7,0,0,0,0,0,0,1,0,Community,ASACOSAB3,Community,2,3,,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Financial support by NGO or other partners for: maintenance / major repairs / construction of new facilities,Yes,Once a day,Other,,949,0df81401-1862-4e57-903c-81280f7eaea1,2021-02-10T17:39:02,,138
2021-02-10T09:28:31.255Z,2021-02-10,358005080018564,8.92240102046798E+018,611012046797398,,Bangaly Diakite chef de group CII,Bamako,Commune II,Bakaribougou,,Bakaribougou rue 364,12.653426666666666 -7.974258333333334 309.5 3.0,12.6534266666667,-7.97425833333333,309.5,3,CsCom,Community health center,Second referral_hospital,All,Intensive care unit,Martenal care,8,12,5,7,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Community,Comminautaire ASACO,Community,2,5,76147037,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,4,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,1045,ee8f669e-4ba3-42f1-aa48-da7b73c483df,2021-02-10T19:02:50,,150
2021-02-10T11:51:23.296Z,2021-02-10,357828107947080,8.92230171602166E+019,610010371654756,,Awa Diarra,Bamako,Commune VI,Yirimadio,,,12.60904 -7.916663333333334 335.2 2.3,12.60904,-7.91666333333333,335.2,2.3,ASACOYirimadjo,Community health center,First referral hospital,All,Intensive care unit,Medicine,12,100,20,80,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Community,Mairie,Community,5,6,76451217,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,10,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,1155,1d8f5b5c-5d6f-4b67-9ae1-926c33ae5597,2021-02-10T20:07:59,,162
2021-02-10T09:34:03.727Z,2021-02-10,358005081343540,,,,Moussa camara,Bamako,Commune I,Korofina-Sud,,Korofina sud,12.659638333333332 -7.9581583333333334 341.8 7.6,12.6596383333333,-7.95815833333333,341.8,7.6,Asacokossa,Community health center,Second referral_hospital,General acute care,Intensive care unit,Martenal care,8,15,5,8,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Community,Cscom,General,2,6,76176630,Yes,Improved,Yes,,,yes,Yes,Existence of handwashing post/station(s):,8,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,1169,c2acbbde-f9df-4bc3-a5e9-a04da841e8c2,2021-02-10T20:11:27,,164
2021-02-10T11:01:46.592Z,2021-02-10,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE Fatoumata,Bamako,Commune VI,Yirimadio,,Yirimadio zerny,12.6017 -7.928265 367.06 4.7,12.6017,-7.928265,367.06,4.7,Cabinet médical  succès,Community health center,Clinic bed,All,Laboratory,Social care,4,2,1,1,No,Yes,Mo-Sa 07:30-15:00,0,1,0,0,0,0,0,0,Private,Amadou  Barry,General,4,0,63879716,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,1179,df6a955b-a714-4b7f-9c69-59110ae7fad8,2021-02-10T22:42:46,,168
2021-02-10T09:49:30.882Z,2021-02-10,collect:MJ5leTIAnrD6YxEb,,,,Issa Keïta,Bamako,Commune V,Sabalibougou,,,12.5931664 -8.0028089 376.64927708594416 7.4,12.5931664,-8.0028089,376.649277085944,7.4,ASACOMSAB I,Community health center,Clinic bed,All,Intensive care unit,Martenal care,14,,,,No,No,24/7,0,0,0,0,0,0,1,0,Community,Asacomsab,General,2,5,,Yes,Unimproved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,6,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Financial support by NGO or other partners for: maintenance / major repairs / construction of new facilities,Yes,Once a day,Manual Emptier,,1196,c9f2dac5-b9d0-4e96-abaa-e7c73b655689,2021-02-11T11:28:06,,172
2021-02-15T13:59:59.877Z,2021-02-15,collect:MISsMtgfFQthUhqA,,,,Issa keïta,Bamako,Commune V,Gantiguibougou,,,12.5631501 -8.000174 371.303769749671 4.75,12.5631501,-8.000174,371.303769749671,4.75,ASACOMGA,Community health center,Clinic bed,All,Imaging equipment,Martenal care,14,20,8,12,No,Yes,24/7,0,0,0,0,0,0,1,0,Community,DTC,General,1,2,76490954,Yes,Unimproved,Yes,No,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,5,Facility with water and soap,,Water point exists,yes,Water located near healthcre premises,Financial support by NGO or other partners for: maintenance / major repairs / construction of new facilities,Yes,Once a day,Manual Emptier,,1598,7becc4ec-4553-42de-868d-46ba8634a449,2021-02-15T16:47:32,,206
2021-02-15T10:14:53.603Z,2021-02-15,collect:n5oaS9J0rPkZfkVZ,,,,Bernard Ballo,Bamako,Commune V,Torokorobougou,,,12.6067576 -8.0024841 388.6182768333295 2.86,12.6067576,-8.0024841,388.618276833329,2.86,Centre de santé communautaire Abdou Toungara,Community health center,,All,,,,,,,Yes,Yes,,,,,,,,,,Community,Abdou Toungara,Community,,,,,,,,,,,,,,,,,,,,,,,1614,383a3e0e-1ddc-4cc1-a5eb-702228931983,2021-02-15T16:47:49,,208
2021-02-15T09:29:41.686Z,2021-02-15,collect:DrFw3glO4ZWWLvKX,,,,KANTE Abou Drahamane,Bamako,Commune VI,Yirimadio,,Att bougou 759 logements,12.5956767 -7.9210033 343.0 2.44,12.5956767,-7.9210033,343,2.44,Asacosy,Community health center,Second referral_hospital,All,Laboratory,Medicine,0,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Community,Dr. Assitan Koné,Community,1,3,72541907,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,Financial support by NGO or other partners for: maintenance / major repairs / construction of new facilities,Yes,Once a day,Other,,1926,6b147c4e-bfd5-474c-a35d-f68f051b6a60,2021-02-15T19:24:20,,235
2021-02-15T12:47:13.321Z,2021-02-15,collect:T2d0jw7SofpYizv1,,,,Aïssatou,Bamako,Commune VI,Dianéguéla,,,12.6165167 -7.9497033 340.9836083752321 2.1,12.6165167,-7.9497033,340.983608375232,2.1,ASACOSODIA,Community health center,First referral hospital,All,Operating theater,Social care,10,10,4,6,No,Yes,24/7,0,0,0,0,0,0,1,0,Community,,Community,2,2,,Yes,Unimproved,Yes,No,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,8,Facility without water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,,,2034,eafbde92-262e-4c1e-ab1e-9ee28e3bf30e,2021-02-15T21:13:08,,239
2021-02-15T09:54:30.496Z,2021-02-15,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Banankabougou - LMK,,Banankabougou,12.5958958 -7.9429022 362.0303051344289 4.324,12.5958958,-7.9429022,362.030305134429,4.324,Cabinet médical de soin et ophtalmologie ,Community health center,First referral hospital,All,Operating theater,Medicine,4,3,1,2,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Matador Sidibé,Community,2,3,76411405,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,2119,1c7cc580-f5ab-4b57-a7db-20a240afbe89,2021-02-16T07:21:27,,250
2021-02-15T12:20:44.363Z,2021-02-15,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Banankabougou - LMK,,,12.5915956 -7.9474567 362.2063125424252 3.9,12.5915956,-7.9474567,362.206312542425,3.9,Centre de santé communautaire ,Community health center,First referral hospital,General acute care,,Medicine,26,200,50,150,No,Yes,24/7,0,0,0,0,0,0,1,0,Community,Mairie de la commune ,Community,2,7,20201302,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,20,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,2129,29e6a949-ff76-443f-b68b-d18fbdcb4962,2021-02-16T07:21:37,,252
2021-02-16T09:45:35.789Z,2021-02-16,collect:BlCkwukss3l6umtT,,,,Abdoulaye Sissoko,Bamako,Commune II,Hippodrome,,,12.6699221 -7.977385 376.56 3.9,12.6699221,-7.977385,376.56,3.9,"Centre de Santé Évangélique    
                   ADD",Community health center,Second referral_hospital,All,Emergency,Pediatric care,30,30,12,20,Yes,No,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,0,Community,Communauté,Community,15,6,,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,5,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,2188,fbedad81-b23b-420c-9863-e3de53c96db4,2021-02-16T09:52:36,,254
2021-02-16T11:00:24.774Z,2021-02-16,collect:no6U5V4eMLGVKt3U,,,,Minata M Konaré,Bamako,Commune V,Daoudabougou,,,12.5976993 -7.9785232 366.56 1.816,12.5976993,-7.9785232,366.56,1.816,CSCOM CSCODA,Community health center,,All,Laboratory,Martenal care,7,10,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Community,ASCADA,Community,1,6,,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,2612,be05b04e-f597-4364-8a43-226239e461db,2021-02-16T16:19:46,,264
2021-02-16T15:00:16.103Z,2021-02-16,collect:MISsMtgfFQthUhqA,,,,Ramatou Sogoba ,Bamako,Commune V,Daoudabougou,,,12.6039102 -7.9869606 378.4599938964844 3.9,12.6039102,-7.9869606,378.459993896484,3.9,Centre de Santé Communautaire de DAOUDABOUGOU 3ème AIRE,Community health center,,All,Laboratory,Medicine,,,,,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Community,La mairie,General,,,,Yes,Unimproved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Financial support by NGO or other partners for: maintenance / major repairs / construction of new facilities,Yes,Once a day,Manual Emptier,,2899,de5a558a-a2d1-43f7-a474-b4aea4b54ef4,2021-02-16T18:17:33,,277
2021-02-16T09:07:21.025Z,2021-02-16,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Daoudabougou,,Daoudabougou,12.6023579 -7.9809551 336.7 4.883,12.6023579,-7.9809551,336.7,4.883,Centre de santé communautaire,Community health center,,All,Laboratory,Medicine,12,17,7,10,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Community,Centre de santé communautaire de Daouda (ADASCO),General,2,1,20203532,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,12,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,2918,3a8208f2-eeed-4ed1-9a53-e07694b939de,2021-02-16T19:23:53,,278
2021-02-16T13:46:43.725Z,2021-02-16,collect:vZ1IuJDmO5Vr0btQ,,,,Daouda Sangaré,Bamako,Commune V,Kalaban - Coura,,,12.5899312 -7.9886663 351.3 3.72,12.5899312,-7.9886663,351.3,3.72,Centre de Santé communautaire de kalaban coura,Community health center,,All,Laboratory,Medicine,10,7,2,5,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Community,Centre de Santé communautaire kalaban coura,General,2,5,20282074,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,2989,0405c159-6e3f-40a0-a1be-e0321d233514,2021-02-16T19:25:22,,284
2021-02-16T09:42:36.411Z,2021-02-16,collect:HT5m96BSOrMwBzMD,,,,Seydou KONE,Bamako,Commune VI,Faladié,,Socoro,12.5926067 -7.958505 349.97592446082035 2.516,12.5926067,-7.958505,349.97592446082,2.516,Centre de santé communautaire,Community health center,Clinic bed,General acute care,Intensive care unit,Medicine,9,10,3,7,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Community,Communauté,Community,4,6,79788843,Yes,Unimproved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3039,75cef7d2-f284-4dcb-9d00-2bf7df818b80,2021-02-16T19:49:43,,288
2021-02-16T09:29:39.635Z,2021-02-16,358005080018564,8.92240102046798E+018,611012046797398,,Bangaly Diakite chef de groupe CII,Bamako,Commune II,Bozola,,,12.641141666666666 -7.990161666666667 319.4 2.9,12.6411416666667,-7.99016166666667,319.4,2.9,Scom de Bozola,Community health center,First referral hospital,General acute care,Laboratory,Martenal care,7,20,5,15,Yes,Yes,Other Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,1,Community,Asaco de Bozola,Community,1,7,20770021,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,3074,9ce199c7-ee79-41d9-9a61-7c6894ace2fe,2021-02-16T20:18:33,,297
2021-02-16T09:44:07.446Z,2021-02-16,358005080018564,8.92240102046798E+018,611012046797398,,Bangaly Diakite chef de groupe CII,Bamako,Commune II,Bozola,,,12.641228333333334 -7.989965000000001 318.9 3.8,12.6412283333333,-7.989965,318.9,3.8,Cscom de Bozola,Community health center,First referral hospital,General acute care,Laboratory,Medicine,7,20,5,15,Yes,Yes,Mo-Fri 07:30-13:30 Other,1,0,0,0,0,0,0,1,Community,Asaco Bozola,Community,14,,76046695,Yes,Improved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,3075,36a3ed36-03fa-46cd-a495-f80f3721af4e,2021-02-16T20:18:34,,298
2021-02-16T16:15:51.444Z,2021-02-16,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Niamakoro,,Cité unicef ,12.5846478 -7.976464 364.75912835493557 3.9,12.5846478,-7.976464,364.759128354936,3.9,Cabinet médical ,Community health center,Clinic bed,All,,Medicine,5,3,1,2,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Phelix Sanou,Community,2,3,20203265,Yes,Improved,Yes,Yes,,no,No,Existence of handwashing post/station(s):,2,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,3251,f30542f6-30c2-4b61-b7ba-04e77f7f12df,2021-02-17T08:07:53,,323
2021-02-17T10:53:57.211Z,2021-02-17,collect:ZmcbjTvJ92OWd2Nb,,,,Ibrahim toue,Bamako,Commune II,TSF,,,12.6466861 -7.973691 377.3145913379469 5.0,12.6466861,-7.973691,377.314591337947,5,Centre Valentin depablo,Community health center,Clinic bed,All,Intensive care unit,Social care,6,30,10,15,Yes,Yes,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,0,Community,,Community,17,22,20211855,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,5,Facility with water and soap,yes,Water point exists,yes,Water available when needed,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,3535,09b554b7-d7a5-4a75-a7f2-72983a0e609b,2021-02-17T16:45:17,,347
2021-02-17T10:18:28.912Z,2021-02-17,collect:FqitT56WpXPmMGWo,,,,KANTE,Bamako,Commune II,Niarela,,,12.6435347 -7.9830597 367.403472304901 2.733,12.6435347,-7.9830597,367.403472304901,2.733,,Community health center,Clinic bed,All,Laboratory,Medicine,30,,10,20,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Public,GOUVERNEMENT du mali ,Community,10,15,20214487,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,5,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,3592,dd78bec8-f891-40a1-8062-4c958de6f908,2021-02-17T17:04:03,,350
2021-02-17T10:25:44.700Z,2021-02-17,collect:SIM9EPAN7xmiLAou,,,,Thierno Hady Dembélé ,Bamako,Commune VI,Niamakoro,,Koko,12.5728783 -7.9760233 368.4599938964844 3.9,12.5728783,-7.9760233,368.459993896484,3.9,Cabinet soin médical Youssouf,Community health center,Clinic bed,Hospice care,,Medicine,8,5,2,3,No,Yes,24/7,0,0,0,0,0,0,1,0,Private,Dr Youssouf Togora,Community,,5,76466214,Yes,Unimproved,Yes,Yes,Facility is not equipped for menstrual hygiene management,yes,No,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Other,,4313,dd92eebf-4b83-40c2-9c04-bf2421fe4869,2021-02-18T09:35:28,,378
2021-02-18T09:32:57.039Z,2021-02-18,a183698a4c2d5250,,,,Aissata Maiga ,Bamako,Commune I,Sotuba,,Sotuba ,12.665190054103732 -7.919766353443265 350.0 4.0,12.6651900541037,-7.91976635344327,350,4,Scom ,Community health center,Clinic bed,Specialized,Laboratory,Medicine,12,12,5,7,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Communauté ,Community,2,6,66781349,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,7,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Other,,4534,f69c839a-ae5d-40d9-9579-a4dd2b33832b,2021-02-18T14:37:42,,381
2021-02-18T09:05:12.866Z,2021-02-18,collect:37iYIf9mujLgP7FW,,,,ALOU SOW,Bamako,Commune IV,Djikoroni-Para,,Troukabougou,12.6251767 -8.0177083 357.06 3.9,12.6251767,-8.0177083,357.06,3.9,Centre de Santé ESPOIR,Community health center,Tertiary hospital,Specialized,Intensive care unit,,5,6,2,4,No,No,Mo-Sa 07:30-15:00 Other,0,1,0,0,0,0,0,1,Private,,Community,1,3,,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,,,Yes,Once a day,Other,,4731,d1c055cd-3bf4-4dcd-bc73-8636e1ba38c8,2021-02-18T16:41:33,,387
2021-02-09T12:36:17.797Z,2021-02-09,collect:EZ7wOdBrRXaKJzjD,,,,TRAORE  Fatoumata ,Bamako,Commune VI,Sénou,,Senou Diatoula,12.5307133 -7.8994333 374.26001220703125 3.4,12.5307133,-7.8994333,374.260012207031,3.4,Cabinet de soins ,Dental,Clinic no beds,General acute care,Emergency,Medicine,2,2,1,1,Yes,Yes,24/7 Mo-Fri 08:00-17:00,0,0,1,0,0,0,1,0,Private,Djibril Kouyaté ,General,2,1,76809083,Yes,Improved,Yes,No,Facility is equipped for menstrual hygiene management,no,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,not,Water point exists,not,Water located near healthcre premises,,Yes,Once a day,Other,,658,6294d8e9-8abe-4ba8-bf75-3fb701801a97,2021-02-10T09:36:57,,85
2021-02-10T11:02:24.174Z,2021-02-10,collect:yz6GdNItMEBqLYb0,,,,Bilaly Dicko ,Bamako,Commune VI,Missabougou,,Balobougou,12.622960590988061 -7.920827696053781 370.3857617806643 4.9,12.6229605909881,-7.92082769605378,370.385761780664,4.9,Bâtiment ,Dental,Clinic no beds,General acute care,Laboratory,Martenal care,4,1,1,1,Yes,Yes,Other Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,1,Community,Dr. Soumaoro seydou ,Community,1,3,77553079,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,3,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,740,cf51310b-80e1-40d0-842f-b6c296ff51a4,2021-02-10T15:53:56,,96
2021-02-10T11:32:26.625Z,2021-02-10,collect:yz6GdNItMEBqLYb0,,,,Bilaly Dicko ,Bamako,Commune VI,Missabougou,,,12.62972949157423 -7.921067947096683 353.5573148727417 4.9,12.6297294915742,-7.92106794709668,353.557314872742,4.9,"Bâtiment, la pyramide ",Dental,Clinic bed,General acute care,,Martenal care,,5,2,2,No,Yes,Other 24/7,0,0,0,0,0,0,1,1,Community,Dr. Mory camara,Community,4,1,7889695,Yes,Improved,Yes,Yes,,yes,Yes,Existence of handwashing post/station(s):,1,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,Yes,Once a day,Manual Emptier,,743,421d0c7e-f8b5-47ea-9528-6ee59c789b4e,2021-02-10T15:53:57,,98
2021-02-10T12:14:40.261Z,2021-02-10,collect:MISsMtgfFQthUhqA,,,,Issa Keïta,Bamako,Commune V,Sabalibougou,,,12.5923284 -7.9940594 426.886482194713 3.9,12.5923284,-7.9940594,426.886482194713,3.9,Cabinet de Soins (Fanta Dabo),Dental,Clinic bed,General acute care,Intensive care unit,Surgery,4,5,2,3,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Keïta El Hadji,General,3,1,79340713,Yes,Unimproved,Yes,Yes,Facility is equipped for menstrual hygiene management,yes,Yes,Existence of handwashing post/station(s):,2,Facility with water and soap,not,No existence of water point,yes,,Financial support by NGO or other partners for: maintenance / major repairs / construction of new facilities,Yes,Once a day,Manual Emptier,,891,f3f72e37-6c7b-4803-911c-f05ceed797aa,2021-02-10T17:02:08,,126
2021-02-10T12:54:45.425Z,2021-02-10,357470096398437,8.92230205062059E+018,610025062059459,,Kadidia Coulibaly ,Bamako,Commune V,Sabalibougou,,,12.598415580578148 -7.996121635660529 410.0 5.0,12.5984155805781,-7.99612163566053,410,5,Cabinet médical ,Dental,Clinic bed,All,Laboratory,Martenal care,6,3,1,2,Yes,Yes,Other,0,0,0,0,0,0,0,1,Private,Yamoussa Dembélé,General,1,3,,Yes,Improved,Yes,No,Facility is not equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,,No,,Other,,923,b8ec22ee-3a94-49d0-9bbd-12dbf0ea1984,2021-02-10T17:05:43,,133
2021-02-10T13:31:23.740Z,2021-02-10,collect:n5oaS9J0rPkZfkVZ,,,,Bernard Ballo,Bamako,Commune V,Sabalibougou,,Sabalibougou Plateau,12.599736 -7.9967038 381.5046186050863 2.35,12.599736,-7.9967038,381.504618605086,2.35,Cabinet de soin Amadou Baba Traoré,Dental,,All,,,5,3,1,2,Yes,Yes,24/7,0,0,0,0,0,0,1,0,Private,Traoré mamadou,General,,2,44247441,Yes,Improved,Yes,Yes,Facility is equipped for menstrual hygiene management,no,No,Existence of handwashing post/station(s):,2,Facility with water and soap,yes,Water point exists,yes,Water located near healthcre premises,Existence of Management Committee including WASH issues,Yes,Once a day,Manual Emptier,,986,bb595a6d-2a9d-40b2-b281-174d59589472,2021-02-10T17:43:22,,142
