start,end,today,deviceid,phonenumber,Name of data collector,City,Commune,Name of quartier,Name of sector,Name of sector,Please take a GPS point at this education facility.,_Please take a GPS point at this education facility._latitude,_Please take a GPS point at this education facility._longitude,_Please take a GPS point at this education facility._altitude,_Please take a GPS point at this education facility._precision,Name of Facility,Amenity,Opening Hours,Opening Hours/Mo-Fri 07:30-13:30,Opening Hours/Mo-Sa 07:30-15:00,Opening Hours/Mo-Fri 08:00-17:00,Opening Hours/Mo-Fri 09:00-17:00,Opening Hours/Mo-Su 07:00-20:00,Opening Hours/Mo-Fri 07:00-13:30,Opening Hours/Other,"You said other, please specify",What is the primary phone contact for the facility?,Name of the organization/institution that runs the facility,Type of the organization/institution that runs the facility,Religion,Number of Students,Does the facility charge fees?,Does the facility have toilets?,Type of facility,Is the facility separated boys/girls,Is the facility usable,Is the facility accessible to Handicap,Is the facility equiped for menstrual hygiene management,Is there practice of open defecation?,Is there existance of handwashing at the facility?,"If yes, How many",Is the facility located in school premises,Does the facility has water and soap?,Does the facility has daily hand cleaning activities for students,Is there existance of a water point?,"If yes, How many",Type of water point,Is water located on school premises?,Does there exist management committee for dealing with management of WASH issues,Is there a dedicated person for maintenance/cleaning facilities,Frequency of cleaning,Latrine Emptying,How often,Fees for cleaning WASH facility,Phone number for the school if available,_id,_uuid,_submission_time,_validation_status,_index
2021-02-15T11:43:24.045Z,2021-02-15T11:48:20.055Z,2021-02-15,collect:SIM9EPAN7xmiLAou,,Thierno Hady Dembélé ,Bamako,Commune VI,Banankabougou,,,12.5905102 -7.943319 372.6456590778955 3.681,12.5905102,-7.943319,372.645659077896,3.681,Ecole privée cheik Modibo Diarra,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,72284714,Établissement privé du cap de Banankabougou ,Private,,300,Yes,Yes,Unimproved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School do not have daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,No,Yes,Once a day,Other,,Latrine emptying when needed,72284714,2127,b7072c18-11ae-4bed-96e5-225cf206fd98,2021-02-16T07:21:35,,956
2021-02-15T12:47:42.507Z,2021-02-15T12:51:30.119Z,2021-02-15,collect:SIM9EPAN7xmiLAou,,Thierno Hady Dembélé ,Bamako,Commune VI,Banankabougou,,,12.5914867 -7.9508183 355.3496087992131 3.9,12.5914867,-7.9508183,355.349608799213,3.9,Ecole de formation sanitaire ,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76012767,Établissement privé ,Private,,100,Yes,Yes,Improved,Yes,Usable,Not Accessible,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,,,Yes,Once a day,Other,,Latrine emptying when needed,76012767,2131,442be7e4-3200-44a8-a82f-ff99d816d5e4,2021-02-16T07:21:38,,958
2021-02-16T09:59:12.757Z,2021-02-16T10:07:31.903Z,2021-02-16,collect:BlCkwukss3l6umtT,,Abdoulaye Sissoko,Bamako,Commune II,Hippodrome,,,12.6688795 -7.9728225 376.17428505388136 4.26,12.6688795,-7.9728225,376.174285053881,4.26,"École Privée 
MAMA THIAM",School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,20212828,Privée,Private,,300,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,10,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Manual Emptier,,Dedicated fees for WASH regular maintenance,20212828,2189,6262d656-dd0b-4c9c-ad3b-79b45849bab9,2021-02-16T10:08:03,,960
2021-02-16T09:52:08.337Z,2021-02-16T09:58:29.051Z,2021-02-16,358005081307784,,Ali badara Koné ,Bamako,Commune III,Ouolofobougou Bolibana,,Secteur 3,12.646725 -8.01438 325.1 5.0,12.646725,-8.01438,325.1,5,Complexe scolaire privé ,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76050550,CAP BKO-COURA,Private,,909,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,10,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,412,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,12,Latrine emptying when needed,70409020,2190,c0edb92a-59fe-47f0-8f00-4e0c7494cad7,2021-02-16T10:10:09,,961
2021-02-16T10:01:06.815Z,2021-02-16T10:08:55.375Z,2021-02-16,358005081307784,,Ali badara Koné ,Bamako,Commune III,Ouolofobougou Bolibana,,Secteur 4,12.646313333333334 -8.0145 325.1 4.9,12.6463133333333,-8.0145,325.1,4.9,Complexe scolaire jardin d'enfants ,Kindergarten,Other,0,0,0,0,0,0,1,De 08h à 11h50,76467616,CAP BKO-COURA,Private,,250,Yes,Yes,Improved,No,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,21,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,12,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Latrine emptying when needed,70409020,2191,c5fc20d3-fed5-448d-95e6-b39a951d593f,2021-02-16T10:10:10,,962
2021-02-16T09:25:02.702Z,2021-02-16T09:27:17.913Z,2021-02-16,collect:rpvpthByLQPVYLdY,,Kassim TRAORE ,Bamako,Commune III,Kadobougou,,,12.64506 -8.014196 346.60417378612726 3.9,12.64506,-8.014196,346.604173786127,3.9,École Mamadou Tiemoko Sangare,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,,CAP,Private,,1200,Yes,Yes,Unimproved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Unimproved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,,Manual Emptier,,Dedicated fees for WASH regular maintenance,,2193,ceaad5b5-a99f-41d9-99ba-e3a49f10cf54,2021-02-16T10:30:09,,963
2021-02-16T10:14:38.439Z,2021-02-16T10:19:03.238Z,2021-02-16,collect:rpvpthByLQPVYLdY,,Kassim TRAORE ,Bamako,Commune III,Kadobougou,,,12.6515867 -8.0254817 358.36131125578584 3.9,12.6515867,-8.0254817,358.361311255786,3.9,École Massa Soindiata Keita,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,,CGS,Private,,600,Yes,Yes,Unimproved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Unimproved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,,Manual Emptier,,Dedicated fees for WASH regular maintenance,,2205,c787dbe9-0450-42ea-999a-12754543e434,2021-02-16T10:30:20,,964
2021-02-16T10:38:59.886Z,2021-02-16T10:44:08.234Z,2021-02-16,collect:BlCkwukss3l6umtT,,Abdoulaye Sissoko,Bamako,Commune II,Hippodrome,,,12.6656987 -7.9692978 367.8580135037645 3.9,12.6656987,-7.9692978,367.858013503764,3.9,"ECOLE PRIVÉE
 Les Mots",School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,,Privée,Private,,80,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Manual Emptier,,Dedicated fees for WASH regular maintenance,,2206,04e6da7b-f883-49df-86f7-fe17c0afecad,2021-02-16T10:44:36,,965
2021-02-16T09:58:34.144Z,2021-02-16T10:01:17.748Z,2021-02-16,358005081402445,,Oumar haidara,Bamako,Commune II,Hippodrome,,,12.670381666666666 -7.9747449999999995 350.7 7.3,12.6703816666667,-7.974745,350.7,7.3,Maison du coran et hadisse,School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,,Franco arabe,Private,,100,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Latrine emptying when needed,,2207,d00575a9-9493-4e68-b6d4-0cd77c373914,2021-02-16T10:51:47,,966
2021-02-16T10:09:50.871Z,2021-02-16T10:13:02.401Z,2021-02-16,358005081402445,,Oumar haidara ,Bamako,Commune II,Hippodrome,,,12.668388333333333 -7.973649999999999 322.6 7.4,12.6683883333333,-7.97365,322.6,7.4,,School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,76205436,Privé,Private,,180,Yes,Yes,Improved,No,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Latrine emptying when needed,76205436,2208,8b4fdb60-18db-4c08-a0a9-b0dbee0957b8,2021-02-16T10:51:47,,967
2021-02-16T10:21:09.378Z,2021-02-16T10:25:15.382Z,2021-02-16,358005081402445,,Oumar haidara,Bamako,Commune II,Hippodrome,,,12.66733 -7.96942 336.2 7.2,12.66733,-7.96942,336.2,7.2,Franco arabe ,Kindergarten,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,76169330,Privé,Private,,80,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Latrine emptying when needed,76169330,2209,de0be08b-e2c9-436d-8b8f-edb7f565c2a6,2021-02-16T10:51:48,,968
2021-02-16T10:46:30.443Z,2021-02-16T10:49:29.840Z,2021-02-16,358005081402445,,Oumar haidara,Bamako,Commune II,Hippodrome,,,12.664861666666665 -7.970031666666667 356.0 7.4,12.6648616666667,-7.97003166666667,356,7.4,Complexe scolaire nouvel vision,Kindergarten,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,,Privé,Private,,90,Yes,Yes,Improved,No,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Latrine emptying when needed,,2211,aef6d4b5-a318-42b0-9b10-5ff42a651df5,2021-02-16T10:51:49,,969
2021-02-16T11:35:06.310Z,2021-02-16T11:38:18.976Z,2021-02-16,collect:BlCkwukss3l6umtT,,Abdoulaye Sissoko,Bamako,Commune II,Hippodrome,,,12.663895 -7.97542 364.19312758581475 3.9,12.663895,-7.97542,364.193127585815,3.9,"Groupe scolaire 
   LE TRESOR",School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,76313017,Privée,Private,,50,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Manual Emptier,,Dedicated fees for WASH regular maintenance,76313017,2229,498a4290-9b83-4e85-9d9a-ce77f90ba016,2021-02-16T11:39:32,,970
2021-02-16T11:02:04.219Z,2021-02-16T11:05:02.155Z,2021-02-16,358005081402445,,Oumar haidara,Bamako,Commune II,Hippodrome,,,12.662576666666666 -7.976705 350.4 7.4,12.6625766666667,-7.976705,350.4,7.4,Franco arabe,School,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,,Privé,Private,,200,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Latrine emptying when needed,20211264,2231,294fa311-8c1d-4461-90a7-1392b8367886,2021-02-16T12:06:22,,971
2021-02-16T11:27:30.643Z,2021-02-16T11:30:03.979Z,2021-02-16,358005081402445,,Oumar haidara,Bamako,Commune II,Hippodrome,,,12.663388333333334 -7.976789999999999 342.7 7.3,12.6633883333333,-7.97679,342.7,7.3,Groupe scolaire aimee,Kindergarten,Mo-Fri 07:30-13:30,1,0,0,0,0,0,0,,79112550,Prive,Private,,100,Yes,Yes,Improved,No,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,,,Latrine emptying when needed,79112550,2235,784e0be1-e92a-4b42-8779-93750083f770,2021-02-16T12:06:39,,972
2021-02-16T11:06:45.694Z,2021-02-16T13:02:19.943Z,2021-02-16,collect:FHdsKPpeR8jLHo9P,,Salimata Traoré,Bamako,Commune III,Koulouba,,Secteur sekoubougouni ,12.6843079 -8.0036373 530.850897112602 2.6,12.6843079,-8.0036373,530.850897112602,2.6,Jardin Place aux enfants,Kindergarten,Other,0,0,0,0,0,0,1,De7h30 à 12h30,71678155,CAP CC,Private,,,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,,Water point exists,2,Improved,Water located on school premises,No,Yes,Once a day,Other,12,Latrine emptying when needed,74484987,2237,eb262927-3f90-4b6f-a4a2-1f03ecc90fb1,2021-02-16T13:07:05,,974
2021-02-16T11:13:35.356Z,2021-02-16T12:58:42.850Z,2021-02-16,collect:FHdsKPpeR8jLHo9P,,Salimata Traoré,Bamako,Commune III,Koulouba,,Secteur sekoubougouni,12.6877079 -8.0060749 521.020782595293 2.24,12.6877079,-8.0060749,521.020782595293,2.24,Complese scolaire badian Traoré,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,65670027,CAP CC,Private,,90,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is not equipped for menstrual hygiene management,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existing student hygiene club in school,Yes,Once a day,Other,12,Latrine emptying when needed,77164876-66974626,2238,930fbdcb-a7bf-4b45-a2ea-a6339f1d4e82,2021-02-16T13:07:06,,975
2021-02-16T09:10:37.660Z,2021-02-16T09:19:13.166Z,2021-02-16,collect:RO63CMdXvKJxXYeB,,Ousmane Kouyate ,Bamako,Commune I,Doumanzana,,Doumanzana ,12.6779136 -7.9391742 405.1709786551731 4.931,12.6779136,-7.9391742,405.170978655173,4.931,Centre islamique kakou Moussa ,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20775641,Académie ,Government,,580,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water available when needed during school hours [in the last two weeks],Existing student hygiene club in school,Yes,Once a day,Manual Emptier,2,Dedicated fees for WASH regular maintenance,20775641,2259,8abc493e-c79d-4dee-8dfa-03f9795a4399,2021-02-16T15:01:54,,976
2021-02-16T10:50:32.320Z,2021-02-16T11:04:13.044Z,2021-02-16,collect:RO63CMdXvKJxXYeB,,Ousmane Kouyate ,Bamako,Commune I,Doumanzana,,Doumanzana ,12.6800232 -7.934745 399.65885666251825 3.472,12.6800232,-7.934745,399.658856662518,3.472,Les cims ,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,20247281,Le Cap ,Private,,521,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,10,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,3,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Manual Emptier,2,Dedicated fees for WASH regular maintenance,20247281,2293,28ca49c2-7a5d-4abb-8e3a-1908a1bb33c9,2021-02-16T15:02:51,,977
2021-02-16T11:07:47.567Z,2021-02-16T11:14:31.720Z,2021-02-16,358005081423789,,Konaté  Baoumou,Bamako,Commune I,Doumanzana,,Doumanzana petit Paris ,12.689013333333332 -7.940716666666667 423.5 8.6,12.6890133333333,-7.94071666666667,423.5,8.6,Jardin  M'amadouCoulibaly,Kindergarten,Other,0,0,0,0,0,0,1,,76040899,Mme Coulibaly  Korotoumou,Private,,79,Yes,Yes,Improved,No,Usable,Not Accessible,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,,,,,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Manual Emptier,,Dedicated fees for WASH regular maintenance,76040899,2371,22f86a41-d84c-4a02-8cc7-f3521f2e1c7a,2021-02-16T15:41:11,,978
2021-02-16T10:42:01.445Z,2021-02-16T10:44:25.998Z,2021-02-16,collect:yz6GdNItMEBqLYb0,,Bilaly Dicko ,Bamako,Commune VI,Magnambougou,,Faso kanu ,12.619482122042132 -7.963335601979929 358.02115775831044 3.5604196,12.6194821220421,-7.96333560197993,358.02115775831,3.5604196,Lycée privé Aissata Sissoko ,College,Mo-Fri 08:00-17:00 Other,0,0,1,0,0,0,1,,66779156,Académie ,Private,,3000,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,3,Improved,Water located on school premises,No,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,76267077,2429,5e335438-6f87-48b5-8a19-4749c20b1a37,2021-02-16T15:48:41,,979
2021-02-16T11:47:30.463Z,2021-02-16T11:49:36.407Z,2021-02-16,collect:yz6GdNItMEBqLYb0,,Bilaly Dicko ,Bamako,Commune VI,Magnambougou,,Faso kanu ,12.61598673035222 -7.962985079129702 364.06301273591816 4.863939,12.6159867303522,-7.9629850791297,364.063012735918,4.863939,École privée le bon berger ,School,Mo-Fri 08:00-17:00 Other,0,0,1,0,0,0,1,,66866019,Cap ,Private,,123,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,No,Yes,At least once a week,Manual Emptier,,,66866019,2437,bdd0b8b5-39c2-460e-9d3e-62be2a166ad9,2021-02-16T15:48:44,,980
2021-02-16T12:03:33.267Z,2021-02-16T12:05:36.646Z,2021-02-16,collect:yz6GdNItMEBqLYb0,,Bilaly Dicko ,Bamako,Commune VI,Magnambougou,,Faso kanu ,12.612308003224664 -7.966130284494173 377.43780125584453 4.9,12.6123080032247,-7.96613028449417,377.437801255845,4.9,Collège royal ,College,Other Mo-Fri 08:00-17:00,0,0,1,0,0,0,1,,71417144,Académie ,Private,,230,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,3,Improved,Water located on school premises,No,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,72627262,2438,ca06e8ba-54e6-431c-9c51-eb005a623c0f,2021-02-16T15:48:45,,981
2021-02-16T12:36:09.478Z,2021-02-16T12:38:28.439Z,2021-02-16,collect:yz6GdNItMEBqLYb0,,Bilaly Dicko ,Bamako,Commune VI,Magnambougou,,Faso kanu ,12.612911435837585 -7.9611229599962785 375.9749819645658 4.9,12.6129114358376,-7.96112295999628,375.974981964566,4.9,L'école ibra ly,School,Mo-Fri 08:00-17:00 Other,0,0,1,0,0,0,1,,51436791,Cap,Private,,100,Yes,Yes,Improved,Yes,,Accessible to Handicap,,,Existence of handwashing post/station(s):,,,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,2,Improved,Water located on school premises,,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,76453012,2439,18ef2364-d728-44ef-b7ee-522dc27842f2,2021-02-16T15:48:45,,982
2021-02-16T12:44:14.043Z,2021-02-16T12:47:17.113Z,2021-02-16,collect:yz6GdNItMEBqLYb0,,Bilaly Dicko ,Bamako,Commune VI,Magnambougou,,Faso kanu ,12.613246103222451 -7.9605499001860425 370.7890137564391 4.9,12.6132461032225,-7.96054990018604,370.789013756439,4.9,L'amicale wafara Dembele,School,Mo-Fri 08:00-17:00 Other,0,0,1,0,0,0,1,,76055560,Cap ,Private,,200,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,3,Facility located on school premises,,School has daily hand cleaning activities for students,Water point exists,3,Improved,Water located on school premises,No,No,,Manual Emptier,,Latrine emptying when needed,76055560,2440,7e237010-bc18-4cc1-aa88-e1069148fe04,2021-02-16T15:48:46,,983
2021-02-16T12:54:27.348Z,2021-02-16T12:57:48.609Z,2021-02-16,collect:yz6GdNItMEBqLYb0,,Bilaly Dicko ,Bamako,Commune VI,Magnambougou,,Faso kanu ,12.614164884536276 -7.960780712955924 389.33566479571164 4.9,12.6141648845363,-7.96078071295592,389.335664795712,4.9,École privée Mohamedou ould checkne dit Bouya Haidara ,School,Other Mo-Fri 08:00-17:00,0,0,1,0,0,0,1,,76489475,Cap ,Private,,100,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,,Water point exists,2,Improved,Water located on school premises,No,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,76489475,2441,e30453c6-59af-4e88-991e-7cd00d2db192,2021-02-16T15:48:46,,984
2021-02-16T12:59:23.235Z,2021-02-16T13:01:54.276Z,2021-02-16,collect:yz6GdNItMEBqLYb0,,Bilaly Dicko ,Bamako,Commune VI,Magnambougou,,Faso kanu ,12.614519875464472 -7.962323719316371 392.3283233810216 4.9,12.6145198754645,-7.96232371931637,392.328323381022,4.9,École privée djorne,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,66828801,Cap ,Private,,124,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,,Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,,Water point exists,1,,,No,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,66828801,2442,aa576837-d0f5-4b55-876e-b46619ebe53d,2021-02-16T15:48:47,,985
2021-02-16T09:46:43.533Z,2021-02-16T09:49:20.742Z,2021-02-16,collect:cW7hPqU13X6HfpBV,,Badara Alou DOUMBIA ,Bamako,Commune II,Bougouba,,,12.6580696 -7.9834153 367.56 3.9,12.6580696,-7.9834153,367.56,3.9,Ecole privé Mahamadou CAMARA,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,,Directeur ,Private,,470,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Manual Emptier,3,Dedicated fees for WASH regular maintenance,,2449,9bf47141-7552-478f-92c4-52401b5adb18,2021-02-16T15:56:36,,986
2021-02-16T10:54:04.868Z,2021-02-16T11:00:14.296Z,2021-02-16,collect:cW7hPqU13X6HfpBV,,Badara Alou DOUMBIA ,Bamako,Commune II,TSF,,,12.640171 -7.9730284 367.56 3.9,12.640171,-7.9730284,367.56,3.9,Ecole privée cherifla tsf,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76442105,Direction ,Private,,600,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,2,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,13,Improved,Water located on school premises,Existing student hygiene club in school,Yes,Once a day,Manual Emptier,,Latrine emptying when needed,76442105,2453,0703fffb-0db4-4d94-98a2-3c3e1c362527,2021-02-16T15:56:38,,987
2021-02-16T11:12:45.617Z,2021-02-16T11:15:12.405Z,2021-02-16,collect:cW7hPqU13X6HfpBV,,Badara Alou DOUMBIA ,Bamako,Commune II,TSF,,,12.6384356 -7.9702941 367.56 3.9,12.6384356,-7.9702941,367.56,3.9,Ecole privé Amadou Bah,School,Mo-Fri 08:00-17:00,0,0,1,0,0,0,0,,76332100,Direction ,Private,,450,Yes,Yes,Improved,Yes,Usable,Accessible to Handicap,Facility is equipped for menstrual hygiene management,Practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,,Improved,,Existence of Management Committee dealing with management of WASH issues,Yes,,,,Dedicated fees for WASH regular maintenance,,2454,9db3981b-5625-44ed-a8ef-0b39be9c7ff8,2021-02-16T15:56:39,,988
2021-02-16T09:46:01.221Z,2021-02-16T09:56:09.702Z,2021-02-16,collect:x903NynjzFpMYnqE,,Adama Djibo,Bamako,Commune I,Doumanzana,,,12.6839833 -7.9402 332.8600183105469 1.85,12.6839833,-7.9402,332.860018310547,1.85,École privée klévire,School,Other,0,0,0,0,0,0,1,Lundi mardi et vendredi 08h 17h,64711356,Moussou makan Keita,Private,,350,Yes,Yes,Improved,No,Usable,Accessible to Handicap,,No practice of open defecation [latrine present but not used],Existence of handwashing post/station(s):,1,Facility located on school premises,Facility with water and soap,School has daily hand cleaning activities for students,Water point exists,1,Improved,Water located on school premises,Existence of Management Committee dealing with management of WASH issues,Yes,Once a day,Other,,Latrine emptying when needed,64713356,2492,b4be5334-7b29-41df-8db5-ee20734e1e08,2021-02-16T16:06:42,,989
